ASIN,Group,Profit
0451524071,Book,82.2
1564145700,Book,100.2
B000009D73,Music,15.149999999999999
1590470397,Book,76.14
B00005RYMV,DVD,45.92
B000005QCT,Music,9.629999999999999
B00005M97J,Music,30.599999999999998
0826410251,Book,49.120000000000005
B000003FX1,Music,34.68
3822863092,Book,55.6
0830822798,Book,36.7
0520233131,Book,76.34
0807113344,Book,89.74000000000001
B000025BD5,Music,9.24
1857443225,Book,128.25
6304550871,Video,78.89999999999999
B000000OMJ,Music,10.9
B00005M20H,Video,74.91
B00000342V,Music,12.48
B00005JCC9,DVD,61.379999999999995
B000002897,Music,25.65
1880559927,Book,96.16
1573624136,Video,18.419999999999998
0764547763,Book,66.48
B00000IJCV,Music,16.88
0240516575,Book,35.84
0515119202,Book,171.6
0380814609,Book,44.879999999999995
B00004Z3EZ,Music,18.54
0671026089,Book,39.0
1859847218,Book,220.5
0897748484,Book,132.48
0811813282,Book,48.93000000000001
B000028U03,Music,21.45
0634047019,Book,63.1
0830725644,Book,101.39999999999999
0943875714,Book,192.4
B00005JA7D,Music,9.12
B000055ZKB,Video,17.44
B00000DFFQ,Music,16.77
0071387161,Book,54.28
0521001056,Book,101.08000000000001
0787943037,Book,28.919999999999998
055338189X,Book,152.49
0765300958,Book,45.059999999999995
0929279999,Book,70.49000000000001
0375751432,Book,153.4
B00000IO3Y,Video,28.080000000000002
0805055371,Book,129.78
1859843263,Book,60.400000000000006
0964107015,Book,73.98
0205184456,Book,75.32000000000001
B0000690PN,Music,5.1000000000000005
B000005HSU,Music,13.799999999999999
0192800795,Book,114.07000000000001
0792384520,Book,70.4
0375812016,Book,15.84
0140195335,Book,78.26
B00000DD9J,Music,19.0
B0000033OO,Music,6.16
1585006335,Book,110.22
0801486238,Book,91.41
630438601X,Video,69.36
0071381910,Book,78.47000000000001
630318720X,Video,21.700000000000003
0871233150,Book,223.95
0439165202,Book,27.33
0896584658,Book,54.32
0931055733,Book,72.93
B0000006QZ,Music,15.820000000000002
0931993954,Book,168.87
039587548X,Book,34.44
078062176X,Video,21.119999999999997
B00001WRJ8,Music,24.0
0743228626,Book,83.03999999999999
B00000ID2Q,Music,21.119999999999997
084230052X,Book,77.58
1861007396,Book,33.2
B00000IGRN,Music,28.799999999999997
082032440X,Book,108.9
0062512943,Book,135.75
B00000JWD5,Music,18.8
0028624130,Book,139.72000000000003
B00005Q459,Music,16.1
1886411344,Book,122.32000000000001
080063439X,Book,140.3
1579390978,Book,75.74000000000001
007056647X,Book,58.900000000000006
0895553015,Book,51.38
0787902667,Book,175.56
0060097329,Book,87.08000000000001
6303368867,Video,15.45
0963660942,Book,44.900000000000006
156455645X,Book,48.85
B000053VCR,Video,45.57000000000001
1585670987,Book,155.4
0882143581,Book,203.85
039487580X,Book,74.16
039373031X,Book,74.7
B000063V8S,DVD,89.60000000000001
1893570673,Book,44.800000000000004
B00004VT9G,Music,20.090000000000003
1575665433,Book,59.2
0553580701,Book,186.29999999999998
1583488413,Book,64.4
B00005N8UM,Music,23.700000000000003
0385302371,Book,81.48
079227220X,Book,84.3
0385313616,Book,135.84
B00004WG2W,Video,10.68
0807554855,Book,62.09
0931866537,Book,160.82
1569552495,Book,15.479999999999999
B00000J81H,Music,17.04
0465016510,Book,71.0
0385502907,Book,46.35
B00005ABVE,DVD,105.9
B000001E5Z,Music,26.279999999999998
0932927106,Book,114.0
1401074758,Book,121.08
0521318971,Book,80.74
B000002IG8,Music,18.200000000000003
078971969X,Book,115.19999999999999
B00004LCBV,Music,8.19
0823005674,Book,130.68
1882514009,Book,111.92
0689851316,Book,66.2
0312303432,Book,166.44
0425183041,Book,23.04
0836220811,Book,95.0
B000004248,Music,17.16
0226470008,Book,153.72000000000003
1591821061,Book,57.84
081676526X,Book,122.4
0931580587,Book,88.66
B00005QSRZ,Music,19.44
1575173727,Book,35.58
0673520064,Book,150.92
B00006FD94,DVD,69.30000000000001
B00000IPZ9,Music,28.05
0500510482,Book,105.3
1882412265,Book,191.38000000000002
B0000063FR,Music,22.400000000000002
0691029105,Book,91.68
074344910X,Book,77.39999999999999
0198604025,Book,155.7
1401200214,Book,73.04
0879735783,Book,49.6
0520227999,Book,33.050000000000004
B00006J3WI,Music,9.700000000000001
0137905025,Book,46.0
0967460123,Book,176.8
1882982126,Book,204.96
1878621513,Book,71.60000000000001
B000007WAT,Music,26.130000000000003
0316178241,Book,127.30000000000001
B000005RPS,Music,17.82
B00004YC12,Music,5.8
1579990541,Book,164.04
0072131616,Book,45.0
0965908216,Book,36.42
0553569694,Book,70.59
0679752978,Book,41.900000000000006
0930323467,Book,21.419999999999998
0721671616,Book,116.20000000000002
B00008J2S8,Music,42.75
0743466195,Book,112.5
0813317304,Book,70.67999999999999
0471202029,Book,147.18
B00000JIPA,Music,16.38
0874834295,Book,117.04
1587884283,Book,45.76
B00005RIJP,Music,3.21
0826304362,Book,158.9
0688167128,Book,109.59
6301300394,Video,44.56
0971462402,Book,75.10000000000001
0766839184,Book,67.15
B00005IAFO,Music,40.32000000000001
0802022189,Book,51.2
B000002N5U,Music,4.76
B00006JSCQ,Music,16.02
0823411346,Book,63.35000000000001
B000002JC8,Music,27.580000000000002
B00005NSR0,Music,11.05
0155016881,Book,56.56
0689807694,Book,93.52000000000001
0691102805,Book,36.87
0912800852,Book,53.900000000000006
080932346X,Book,109.08
0801021081,Book,84.36
067187800X,Book,57.96
0440402409,Book,172.65
0781808480,Book,141.68
B000004237,Music,28.05
0448411415,Book,137.76000000000002
0676904793,Book,99.32000000000001
0892817143,Book,109.89
0809225832,Book,40.52
006447335X,Book,52.14
8185787387,Book,79.38000000000001
B0000005L2,Music,8.260000000000002
1888683880,Book,193.9
0886773849,Book,58.75
0946719497,Book,207.6
1557986061,Book,146.3
0517550466,Book,81.3
0521652677,Book,88.92
B0000013YS,Music,38.55
1582347638,Book,88.64
0844264547,Book,96.3
B000002A2X,Music,28.65
155849216X,Book,90.2
6305236518,DVD,104.4
067003519X,Book,29.3
076451797X,Book,163.13
1859843697,Book,134.16
1931484341,Book,106.9
0323008364,Book,37.050000000000004
0465007805,Book,107.9
0762408332,Book,87.57000000000001
081951201X,Book,36.3
1931828830,Book,84.42
0205284965,Book,223.2
1854861476,Book,119.68
1885983077,Book,48.36
0321125533,Book,127.38
074321188X,Book,97.35
B00000JZJ9,DVD,27.64
0253339073,Book,163.28
B00005OKTG,Music,20.79
0449224821,Book,133.74
B00000JZC7,Music,14.8
1562927760,Book,57.599999999999994
0892819774,Book,79.38000000000001
0553567705,Book,100.10000000000001
B000092Q6W,DVD,29.43
0299151441,Book,69.05
1842150820,Book,85.30000000000001
076453467X,Book,151.19
0393312569,Book,82.2
0865428697,Book,60.760000000000005
B00006F7S4,Music,13.580000000000002
0375707042,Book,90.47999999999999
B000003D4W,Music,10.379999999999999
0844219762,Book,44.160000000000004
0684856905,Book,78.89
0375806156,Book,25.55
0325003785,Book,167.16
0226321444,Book,58.5
0316234230,Book,169.56
B000005LSG,Music,8.459999999999999
0316142069,Book,52.14
0876295731,Book,39.27
1578700892,Book,87.84
0965697452,Book,177.06
B00005NY9K,Music,9.72
B00005NQI8,Music,23.92
1580624413,Book,28.0
0764504452,Book,48.35
1578632498,Book,183.82000000000002
3822860530,Book,81.92
079143950X,Book,61.739999999999995
6303313949,Video,14.6
6303911277,Video,16.4
B000002JX7,Music,15.07
0375507787,Book,86.45
0300058705,Book,98.35000000000001
0789483998,Book,108.56
0764116622,Book,69.5
0634030779,Book,72.96
B00005YNBQ,Music,8.05
0309084083,Book,21.92
0452281695,Book,44.43
B00005B1X0,DVD,78.65
B000000L3Z,Music,23.32
1885061226,Book,75.57000000000001
B000001EEP,Music,10.22
0714839841,Book,34.24
0446673714,Book,66.2
1891620754,Book,124.02000000000001
B000005S6Z,Music,14.43
0759609330,Book,23.279999999999998
0310920515,Book,98.00000000000001
B00002VW6C,Video,31.259999999999998
0687032938,Book,191.52
1583224653,Book,82.72
0743417100,Book,46.72
0071377204,Book,80.19
0833509454,Book,81.36
0525944966,Book,144.56
1569712018,Book,153.72000000000003
B00006LHB7,DVD,45.160000000000004
0812217713,Book,123.83999999999999
3791318128,Book,55.08
B000002L7J,Music,6.68
0891060154,Book,54.72
1564773795,Book,149.70000000000002
0873895517,Book,224.85
6305168784,DVD,32.830000000000005
1891493051,Book,70.0
0669405337,Book,73.78
0133282201,Book,46.8
0394849566,Book,123.03
0553260057,Book,54.9
0060984422,Book,115.78000000000002
0823014312,Book,124.67
013095943X,Book,61.2
0811722260,Book,60.800000000000004
1570431639,Book,119.73
B00000IQC8,DVD,66.36
B000063IVD,Music,10.8
0553574892,Book,43.56
0802805469,Book,60.28
0750639997,Book,35.37
0060907274,Book,108.13
B000000T4C,Music,20.759999999999998
B00000JHBR,Music,27.3
1877976008,Book,135.72
B00005NBYU,Music,39.900000000000006
1580230881,Book,174.33
0807575852,Book,50.68000000000001
156459310X,Book,61.019999999999996
0140153349,Book,211.2
B00000064G,Music,29.279999999999998
0312278284,Book,77.28
0486270459,Book,38.879999999999995
0262650592,Book,64.44
0764526448,Book,32.28
003033263X,Book,32.49
0812930657,Book,189.45
B000060OJA,Music,12.600000000000001
B00006JLX4,Music,27.0
B00005KHL6,Video,43.44
1900828189,Book,147.07
0345441486,Book,40.44
0671737856,Book,40.41
B00004S63N,Music,8.67
0691024421,Book,34.86
B00000ICQ2,Music,31.330000000000002
B00004Z43L,Music,32.2
1888767308,Book,76.32
1559705310,Book,114.66000000000001
0807286028,Book,72.67
6302913632,Video,74.62
1586851462,Book,123.62000000000002
0833530585,Book,54.5
B00004W9SX,Music,8.49
0764524518,Book,54.52
0517799952,Book,141.48
0516422782,Book,184.5
0884196631,Book,20.76
0064405761,Book,57.480000000000004
080283728X,Book,67.44
0415157196,Book,161.15
0486298922,Book,145.07999999999998
0062515020,Book,49.44
092023691X,Book,44.75
B00005OC9K,Music,14.399999999999999
B00000HX6Q,Music,13.72
0310239478,Book,115.06
0130177628,Book,137.4
0441005195,Book,189.15
0060197846,Book,54.64
6305511810,DVD,32.480000000000004
6301045742,Video,52.08
B0000006L8,Music,12.9
053659869X,Book,59.5
0486247384,Book,56.980000000000004
B000002KD3,Music,16.64
0688103790,Book,181.65
B000000QGE,Music,24.220000000000002
0790736802,Video,46.8
0451190521,Book,77.55
B00006G8GS,DVD,137.62
1561005533,Book,97.30000000000001
1564968596,Book,64.75
0764505947,Book,97.30000000000001
1570719713,Book,110.16
0521669553,Book,99.33
0674010868,Book,71.36
019512572X,Book,28.35
156504973X,Book,59.4
0760311900,Book,58.900000000000006
0825624274,Book,94.05
B00000284F,Music,19.28
0553277944,Book,104.30000000000001
0072192941,Book,35.22
B00004T9UG,Music,24.44
B00000411M,Music,27.0
1555534732,Book,185.54999999999998
0780021886,Video,52.08
0590374516,Book,133.32
0441008380,Book,70.9
0486414361,Book,38.45
0809016249,Book,178.88
B000065V3Q,DVD,36.88
0231107897,Book,135.85
B00000AEKT,Music,36.82
0446690155,Book,50.96000000000001
1590590309,Book,61.14
0805462988,Book,59.800000000000004
1563270862,Book,123.9
0743453506,Book,123.31
0931993326,Book,73.84
0415924782,Book,58.410000000000004
B00006JMSO,DVD,62.28
0870816101,Book,65.94
B00000GRJ1,Video,67.44
0140432566,Book,92.30000000000001
0520064593,Book,150.64000000000001
0936028017,Book,108.72
048627991X,Book,192.53
B000000G86,Music,12.600000000000001
0790732025,Video,20.48
B000001DLI,Music,12.33
0687121701,Book,45.2
1557988870,Book,108.0
B00004NHBF,Music,10.72
1564967506,Book,183.54000000000002
0811826236,Book,35.43
630538780X,Video,45.54
B00004STW1,Video,88.8
B00003A9FR,Music,22.95
0935457496,Book,157.04999999999998
B00008Z47C,DVD,35.94
0781435307,Book,49.76
0764562614,Book,180.18
0231080417,Book,100.48
0735524122,Book,48.35
630430756X,Video,16.74
0324107501,Book,82.80000000000001
0534385419,Book,26.700000000000003
6305867674,DVD,20.7
1892395339,Book,130.06
1887069089,Book,88.05
B000001ZGJ,Music,13.5
B000002GKN,Music,11.55
079382379X,Book,133.92
0813526736,Book,68.64
B00000AFR4,Music,10.6
0743422309,Book,79.30000000000001
0198165986,Book,82.02
0935012214,Book,35.64
0471149349,Book,96.0
B00004U2U1,Music,17.64
0809293323,Book,35.7
0872206203,Book,66.88
B00005AQI5,Music,6.12
0192545191,Book,74.48
B000059TGB,DVD,22.11
0913573442,Book,73.45
630470755X,DVD,102.24
0786832347,Book,109.60000000000001
B00005A8TW,DVD,65.64
B00000AF6R,Music,13.3
0125184069,Book,100.49000000000001
1878067478,Book,145.95
0553381636,Book,81.97000000000001
0805210539,Book,116.88
157252135X,Video,46.05
0674344669,Book,65.03
1567313299,Book,40.11000000000001
0471478601,Book,152.88
0553299778,Book,188.58
0843149167,Book,68.25
0805205756,Book,89.96000000000001
B00000JKNS,DVD,143.78
B00008Y1AJ,DVD,54.650000000000006
1582342229,Book,23.88
B000051S79,DVD,177.45
0786819049,Book,22.65
0871922932,Book,184.66000000000003
B000056HPA,DVD,43.47
B00004VVYD,Music,24.48
0226043932,Book,71.28
B000055XOB,DVD,47.879999999999995
0836204247,Book,118.67999999999999
4770028547,Book,84.96
1574883402,Book,78.98
0140139966,Book,17.79
0312961103,Book,34.32
050552399X,Book,42.66
6305971951,Video,24.35
0195135083,Book,54.1
6305609721,DVD,73.08000000000001
0393049434,Book,170.25
0787901350,Book,73.08
1556508247,Book,42.18
0812564596,Book,96.89999999999999
B0000633W5,Video,12.850000000000001
0834804247,Book,52.300000000000004
0374519323,Book,161.28
0471288691,Book,56.4
0486424545,Book,21.72
097085983X,Book,29.31
0935039031,Book,134.76
B00004HYLD,Music,16.900000000000002
B00007FF0G,Music,32.4
9994663372,Book,88.8
0764550470,Book,144.04
4770023863,Book,76.16000000000001
0765344955,Book,157.32
0789202212,Book,30.12
0806624582,Book,148.79999999999998
B000003D64,Music,22.5
0201485427,Book,82.53
B00004SU8M,Music,15.36
1568983034,Book,141.31
6304303971,Video,36.4
B000000O11,Music,14.72
0198508034,Book,120.51
B00005I9P1,Video,82.95
B000002LN4,Music,18.45
0590949225,Book,123.31
B0000691MZ,Music,24.36
B000002UQX,Music,17.73
0915035308,Book,33.85
1567290108,Book,34.11
0062772740,Book,50.72
B00004U8S1,Music,13.02
042518742X,Book,39.6
B000002VKW,Music,10.22
1861001096,Book,25.259999999999998
0631213600,Book,74.2
B000059LDC,Music,25.74
0671025333,Book,32.96
0783225512,DVD,103.18
032402410X,Book,141.48
1883937299,Book,140.4
0201675293,Book,31.439999999999998
1859842445,Book,103.77
0930588487,Book,78.5
0821772341,Book,199.50000000000003
1557988757,Book,63.400000000000006
0451528484,Book,139.48
1931249091,Book,54.809999999999995
0878911790,Book,129.32999999999998
0393730530,Book,61.46000000000001
0395745144,Book,85.03
0804741050,Book,141.96
078972877X,Book,158.85
156032578X,Book,112.48
0553375563,Book,73.8
B00000JS70,DVD,32.6
0486236161,Book,18.24
1580171303,Book,17.28
3861871858,Book,54.0
0471381357,Book,87.92
0452273870,Book,17.009999999999998
B00000IGSC,Music,18.970000000000002
0892760079,Book,127.0
0801678129,Book,37.26
014130636X,Book,154.95
B000000DTB,Music,17.1
6305513414,DVD,61.739999999999995
8121503124,Book,48.480000000000004
6304449364,Video,72.9
0590394665,Book,30.18
1561706124,Book,174.35999999999999
1892975599,Book,60.21
0312977263,Book,86.66000000000001
0786101369,Book,116.4
0130927384,Book,111.96
0205293476,Book,125.4
014018726X,Book,75.32000000000001
0800625110,Book,107.66000000000001
1887169326,Book,142.92
0446672688,Book,125.85
1571201718,Book,127.82000000000001
0670030791,Book,69.24
0060963107,Book,79.80000000000001
0970363311,Video,71.03999999999999
1903364124,Book,154.56
0373244061,Book,145.86
0674017293,Book,20.73
0882669567,Book,101.50000000000001
0881504963,Book,192.22000000000003
0300081707,Book,70.8
B00004SBAL,Music,9.48
1565491319,Book,42.95
1573241997,Book,37.5
6303686907,Video,59.400000000000006
0882898655,Book,113.52
1570982015,Book,113.96
1551051222,Book,85.76
1874416508,Book,98.85
1580627080,Book,66.08000000000001
1843310279,Book,185.51000000000002
6303102433,Video,53.7
0486275337,Book,43.85
B00007KIBN,Music,25.3
1574091166,Book,132.44000000000003
B00000DGHV,Video,35.64
0851517943,Book,111.21
1580532683,Book,143.8
0062050117,Book,148.4
044022103X,Book,92.88
B0000029FJ,Music,10.26
0938317474,Book,126.60000000000001
B0000061NH,Music,19.2
1574884247,Book,41.28
0743508084,Book,207.29999999999998
B00008P8AF,Music,9.76
B000002O51,Music,24.9
0764306626,Book,150.59
0553569228,Book,41.480000000000004
0323018610,Book,161.46
067089916X,Book,73.53
3829005237,Book,96.64
0970136706,Book,58.800000000000004
0781740215,Book,75.48
1569315639,Book,17.37
0613077954,Book,38.85
0805053050,Book,130.76999999999998
0226768570,Book,156.12
0851702996,Book,18.84
0201398559,Book,150.81
0312242530,Book,154.07999999999998
0520210875,Book,103.28
1552091120,Book,41.64
070637486X,Book,94.35
0805410643,Book,71.60000000000001
0618257322,Book,88.80000000000001
0835807436,Book,101.7
B000066SFP,Music,10.24
0446364428,Book,179.06000000000003
0306805146,Book,143.55
0785812466,Book,44.4
B000056OX7,DVD,35.4
1581340044,Book,33.0
067088488X,Book,123.36
0898703484,Book,157.85
B000003H8H,Music,7.02
B00005RTRX,Music,14.9
0743202651,Book,63.7
0694015628,Book,74.3
1887893024,Book,54.6
0451195353,Book,100.43
0192852949,Book,108.99
089577495X,Book,131.4
0942053230,Book,60.36
2060008867,Book,72.24000000000001
B00004TJ9N,Music,14.219999999999999
0061066532,Book,67.21
0910311978,Book,98.84
B00008V61C,Music,20.41
1560974397,Book,22.16
0671039962,Book,182.26000000000002
B00008A7YZ,Music,26.8
B00006RALM,Music,18.36
1901259080,Book,63.989999999999995
0962363456,Book,178.75
B000053W44,Music,29.7
0892817666,Book,46.1
1558744746,Book,88.27
0135315425,Book,128.8
0802117252,Book,49.650000000000006
0679448500,Book,51.7
086569298X,Book,58.900000000000006
B000002WQ9,Music,25.900000000000002
1901983889,Book,74.06
087850110X,Book,67.38
3823855786,Book,21.2
B00007M5IA,Video,21.07
0802130860,Book,177.58
0152022945,Book,23.52
B00000J9HB,Music,18.45
0195120361,Book,47.6
B00000AG8X,Music,21.28
B00005ATD1,Music,16.439999999999998
0827606737,Book,199.22000000000003
0738850233,Book,93.38000000000001
B00007GZRI,DVD,32.339999999999996
0316912123,Book,40.62
0789442523,Book,158.76
0873525612,Book,142.89000000000001
0895292327,Book,67.38
B0000009T4,Music,22.68
0399133453,Book,113.68
B00005R8FK,Music,29.25
B000000GU0,Music,15.860000000000001
6301802012,Video,20.400000000000002
0916291863,Book,131.88
1577489195,Book,122.92000000000002
B0000014SW,Music,5.6000000000000005
B0000001PD,Music,12.84
8174350306,Book,150.15
0785265147,Book,174.12
B00005MIZ6,Music,4.92
6300214265,Video,31.46
1883398460,Book,69.15
0875521940,Book,200.34000000000003
0850454786,Book,152.9
1856496996,Book,28.650000000000002
0486401022,Book,78.0
0323018947,Book,84.78
088419888X,Book,120.38000000000001
0856968900,Book,21.3
0821757482,Book,112.64999999999999
0345425928,Book,197.4
0721683045,Book,66.12
0375500812,Book,111.1
1569718938,Book,78.3
0060936991,Book,157.56
0156278065,Book,18.57
1580081487,Book,25.619999999999997
B00005UQ7W,DVD,24.779999999999998
0865423504,Book,33.800000000000004
6304524927,DVD,60.760000000000005
B00002AFXD,Video,38.99
B00000AF5X,Music,22.1
0066620058,Book,80.03999999999999
0787949892,Book,124.96
0765809435,Book,43.050000000000004
0253214211,Book,108.32000000000001
6303568041,Video,79.92
1588461599,Book,31.02
1572300418,Book,51.730000000000004
0070569487,Book,74.16
1569472637,Book,162.96
B00005R5VW,Music,16.439999999999998
0470842911,Book,104.64
1569472718,Book,41.56
B000000EZL,Music,38.4
B00007JZVS,DVD,30.2
0806903678,Book,65.59
0060934646,Book,121.58999999999999
156052586X,Book,131.82
B00006672S,DVD,16.12
0815706197,Book,179.54999999999998
089029755X,Book,72.35000000000001
1861007043,Book,72.96
0807070874,Book,115.17
B00004T2SI,Video,34.56
0486400875,Book,29.080000000000002
0399234969,Book,40.040000000000006
B00004Y7HB,DVD,35.68
0393320715,Book,102.0
052135806X,Book,107.38000000000001
1882256824,Book,70.42
B00008NGCG,Music,13.370000000000001
0806518561,Book,67.75
0786886463,Book,43.35
B00006HBUG,Video,40.88
0374519749,Book,127.35
0789562901,Book,127.94999999999999
0072287373,Book,119.10000000000001
0553052713,Book,70.64999999999999
0764307908,Book,39.54
0140383492,Book,68.9
0028032888,Book,46.75
0060182792,Book,69.03
0316357243,Book,50.6
0931580633,Book,58.45
0905249801,Book,51.660000000000004
0786865776,Book,77.14
0880791101,Book,130.59
0807845574,Book,40.35
0789306352,Book,50.5
081351164X,Book,75.78
B000002LNM,Music,20.580000000000002
0865427437,Book,149.85
0805418725,Book,87.17999999999999
0898863732,Book,153.45
B00005QZ3L,Music,25.200000000000003
B000093NPX,DVD,60.27
B00006RJCP,DVD,27.66
B00006JJ6L,Music,14.74
1928832350,Book,144.29999999999998
0486292649,Book,82.30000000000001
0312956002,Book,130.76000000000002
0028625242,Book,116.25
0684844281,Book,49.32
B00000INOK,Music,25.919999999999998
0689850263,Book,36.0
B0000057KV,Music,12.05
0553213679,Book,32.36
0231096771,Book,44.940000000000005
0399235787,Book,205.94000000000003
006251377X,Book,38.56
0679778500,Book,22.439999999999998
0201607344,Book,88.9
0375705171,Book,147.84
0671874756,Book,100.61999999999999
0819213020,Book,86.32000000000001
0152321977,Book,47.0
0807737801,Book,68.94
0070196966,Book,133.51
B00002NDMA,DVD,101.27000000000001
6303936997,Video,15.9
B00005J9WS,Music,41.160000000000004
1583330895,Book,153.3
1581823479,Book,119.36
0749919299,Book,60.550000000000004
0689820410,Book,40.12
0787950262,Book,120.2
B00003CX9U,DVD,44.300000000000004
B0000524DN,Video,10.35
0943151074,Book,98.91
B00000JXIX,Music,7.15
0670030392,Book,138.9
0672485435,Book,88.4
B000046PX8,Music,11.120000000000001
1575667525,Book,124.19999999999999
1559279206,Book,108.9
B0000064F0,Music,4.68
0316116572,Book,41.36
B00003OP1Q,Music,9.6
B000000F64,Music,33.6
080784862X,Book,103.18
0521376734,Book,69.55
0929173287,Book,218.85
0786702095,Book,86.22
0444871039,Book,71.58
0449220184,Book,126.0
0159005108,Book,185.1
B000007QWO,Music,9.35
0936861568,Book,77.22
0446606677,Book,125.45
0609607197,Book,76.02000000000001
B000002VER,Music,30.8
B00004W5SS,DVD,34.92
0553211439,Book,52.8
0590554115,Book,103.74000000000001
0824517482,Book,100.31000000000002
0684829576,Book,66.3
0824811720,Book,152.49
038549615X,Book,82.48
0195111257,Book,82.88000000000001
0130334286,Book,40.589999999999996
0141303093,Book,53.800000000000004
B000002ITY,Music,13.139999999999999
0306808722,Book,25.68
0310243823,Book,34.74
0449219984,Book,66.48
0471353868,Book,116.49
B00003JAEV,Music,6.8500000000000005
1563383195,Book,92.0
0842303103,Book,66.88
019283472X,Book,61.150000000000006
1563971895,Book,55.77
4770020678,Book,20.28
0340741643,Book,144.29999999999998
0813333636,Book,87.30000000000001
B0000032KA,Music,29.849999999999998
0446608041,Book,157.36
1578631122,Book,94.48
0312421850,Book,93.14999999999999
1573225843,Book,98.96000000000001
1555914500,Book,30.72
0873385152,Book,27.72
0826413471,Book,164.85
1860541119,Book,173.88000000000002
B00006LPFC,DVD,107.24000000000001
1852306831,Book,35.68
6302312434,Video,43.92
1586480898,Book,71.2
1883830060,Book,61.26
0792843894,Video,32.64
0595149715,Book,63.2
0205349951,Book,18.689999999999998
B00005Y6ZI,DVD,88.83
B00004TWZS,Video,61.5
B00006GOA7,Music,17.92
0880640219,Book,121.86
0374272018,Book,127.05
0764516728,Book,55.08
0071354611,Book,76.08
0811815935,Book,127.53
B0000026MU,Music,20.64
0812017323,Book,58.05
1568361513,Book,112.4
B0000024QF,Music,10.05
0944435432,Book,44.85
1562476661,Book,171.35999999999999
477002097X,Book,104.2
0963437488,Book,148.79999999999998
0750633719,Book,125.60000000000001
1578260310,Book,37.08
0133866653,Book,15.66
0812215699,Book,147.0
0932813844,Book,135.6
0521640687,Book,125.44000000000001
0762711825,Book,39.970000000000006
B000026VL1,Music,31.720000000000002
0967602815,Book,120.80000000000001
0679759263,Book,73.25999999999999
0786804270,Book,118.0
B00007JV9T,Music,12.55
B00004TD50,Music,31.500000000000004
0793828104,Book,170.88
0688140289,Book,100.08
1570761884,Book,113.64
184148301X,Book,63.96
B0000690TT,Music,13.44
0393313670,Book,51.2
0877223521,Book,71.4
0674403657,Book,193.96
0786709499,Book,41.96
B00005QY8H,Video,48.75
0671521179,Book,79.44
B00004VX77,Music,6.72
0312963416,Book,166.07999999999998
0873226542,Book,62.7
1899171088,Book,143.0
B00004SZIG,Music,12.200000000000001
0764309900,Book,97.74
B00004TWZH,DVD,61.2
076030825X,Book,41.72
0070134561,Book,19.349999999999998
B00004VQWV,Music,31.780000000000005
0618116362,Book,182.14000000000001
0393703916,Book,43.36
0525449825,Book,68.64
0803282079,Book,62.86000000000001
1561641154,Book,56.16
0813109426,Book,160.81
158234227X,Book,83.88
0919591132,Book,144.84
0967883806,Book,30.18
B00008RV0G,DVD,147.94
B0000074OE,Music,26.55
B0000046Z8,Music,17.55
0843176636,Book,124.0
0809225115,Book,66.45
0750648325,Book,93.72
0879058730,Book,85.44
0071354484,Book,39.800000000000004
B00008W2PF,Music,27.72
0130210293,Book,62.7
0873514289,Book,38.46
B000059PPB,DVD,28.92
0765341611,Book,72.32000000000001
0099269325,Book,83.46
0789720922,Book,42.69
0789448858,Book,98.56
0240516508,Book,109.2
0262531569,Book,41.85
1582971242,Book,25.86
1558538178,Book,188.7
0486412253,Book,153.48
0590762583,Book,84.63000000000001
1580084303,Book,74.46
1560445769,Book,137.06
B000068CZN,Music,21.119999999999997
0823056430,Book,34.88
080105186X,Book,20.52
0590189867,Book,153.44000000000003
0345409698,Book,76.5
1564581837,Book,57.0
B00005R1NJ,DVD,56.28
B00005J6WM,Music,12.48
1560448237,Book,99.45
1581802102,Book,102.7
0449908798,Book,94.24
0855328029,Book,120.75
1557504784,Book,26.7
1930674864,Book,109.45
1575668696,Book,35.24
1883010888,Book,71.1
6304107218,Video,81.2
B000063ITF,Music,31.2
0072545828,Book,73.64
1861008104,Book,72.5
0736033564,Book,45.6
0878422927,Book,38.55
0256193541,Book,110.33999999999999
1893384152,Book,160.58
0896938794,Book,41.879999999999995
0942110374,Book,171.22000000000003
1879737434,Book,63.050000000000004
B00000343S,Music,14.980000000000002
0922729557,Book,130.57
0967789427,Book,150.59
0465098290,Book,190.54000000000002
0007102011,Book,100.8
B00005IA7M,Music,14.420000000000002
0451408551,Book,162.03
1550742655,Book,84.00000000000001
1576737101,Book,130.57
069104919X,Book,41.1
B00004U9TY,Music,11.92
0802135501,Book,170.64
0486280748,Book,31.56
B00004YR3A,Music,27.6
B000003Z9K,Music,8.96
0764525166,Book,132.77
0764116509,Book,62.1
B00004SRG3,Music,17.7
6305573867,Video,58.769999999999996
B000005RS0,Music,29.5
0881230782,Book,116.64
0870830279,Book,105.7
1565844645,Book,100.5
B00000AGLM,Music,25.76
0292724950,Book,168.75
B00004XSPD,Music,11.100000000000001
0155078852,Book,60.45
0323017215,Book,34.480000000000004
B00004WG9B,Video,28.55
0534512658,Book,66.95
B00006L922,DVD,68.74000000000001
B000071497,Music,23.76
0486288080,Book,126.39
0764517961,Book,96.75
0815189168,Book,29.0
0226532321,Book,65.76
0809225433,Book,156.72
0062508768,Book,73.14
0374106770,Book,220.04999999999998
0691050171,Book,168.35999999999999
0375758364,Book,202.72000000000003
0071358668,Book,46.35
0966534506,Book,112.14
